YEAR,MO,DY,HR,T2M,PS,WS50M,WD50M,RH2M
2021,6,26,23,11.69,100.59,6.68,79.5,100
2021,6,27,0,10.94,100.58,6.36,77.5,100
2021,6,27,1,10.51,100.56,6.14,73.5,100
2021,6,27,2,10.19,100.52,5.96,67.7,100
2021,6,27,3,9.91,100.49,5.83,62.1,100
2021,6,27,4,10.61,100.48,5.61,59.5,100
2021,6,27,5,12.36,100.47,5.06,58.3,92.75
2021,6,27,6,13.76,100.47,5.83,59.8,85.14
2021,6,27,7,15.1,100.45,6.01,59.3,78.79
2021,6,27,8,16.41,100.41,5.89,60.6,73.88
2021,6,27,9,17.5,100.38,5.73,62.8,71.32
2021,6,27,10,18.17,100.34,5.6,66,70.8
2021,6,27,11,18.73,100.31,5.47,68.5,70.69
2021,6,27,12,19.14,100.27,5.34,69.6,70.46
2021,6,27,13,19.38,100.24,5.34,68.7,70.59
2021,6,27,14,19.43,100.21,5.47,67.7,70.99
2021,6,27,15,19.34,100.18,5.64,67.3,71.86
2021,6,27,16,19.02,100.17,5.91,67.3,73.52
2021,6,27,17,18.5,100.18,6.22,68.6,76.11
2021,6,27,18,17.66,100.22,6.3,70.5,80.42
2021,6,27,19,16.32,100.25,6.38,71.3,86.81
2021,6,27,20,14.66,100.29,6.62,73.8,91.93
2021,6,27,21,13.47,100.32,6.58,75.6,94.9
2021,6,27,22,12.54,100.32,6.48,76.2,97.34
2021,6,27,23,11.79,100.29,6.18,74.5,98.9
2021,6,28,0,11.23,100.25,5.97,70.5,99.72
2021,6,28,1,10.8,100.21,5.77,67,100
2021,6,28,2,10.54,100.17,5.83,64.3,100
2021,6,28,3,10.36,100.16,5.93,66.5,100
2021,6,28,4,10.95,100.17,5.81,69.4,97
2021,6,28,5,12.11,100.18,5.12,71.7,92.43
2021,6,28,6,13.44,100.19,5.34,75.1,86.89
2021,6,28,7,14.83,100.19,4.76,69.5,81.2
2021,6,28,8,16.33,100.16,4.38,57.2,75.97
2021,6,28,9,17.71,100.16,4.17,56.8,72.74
2021,6,28,10,18.93,100.15,3.86,60.3,70.57
2021,6,28,11,19.84,100.13,3.52,60.7,68.94
2021,6,28,12,20.35,100.11,3.08,60.7,68.25
2021,6,28,13,20.53,100.1,2.64,62.3,68.21
2021,6,28,14,20.31,100.09,2.21,66.6,69.27
2021,6,28,15,19.73,100.1,1.83,73.1,71.6
2021,6,28,16,18.9,100.11,1.27,74.4,75.7
2021,6,28,17,17.95,100.11,0.56,64.8,81.35
2021,6,28,18,17.12,100.1,0.19,357,86.29
2021,6,28,19,16.27,100.11,0.41,306,91.18
2021,6,28,20,15.38,100.13,0.78,311.9,95.08
2021,6,28,21,14.78,100.15,0.87,328.7,95.72
2021,6,28,22,14.44,100.16,0.48,13.2,95.73
2021,6,28,23,14.21,100.14,0.42,67.7,95.09
2021,6,29,0,13.86,100.1,0.28,52.3,95.23
2021,6,29,1,13.45,100.08,0.42,36.3,95.93
2021,6,29,2,12.98,100.07,0.88,45.5,97.1
2021,6,29,3,12.58,100.07,1.36,55.1,97.71
2021,6,29,4,12.69,100.07,1.83,67.5,97.66
2021,6,29,5,13.72,100.09,2.13,75.3,95.28
2021,6,29,6,14.45,100.12,2.38,69.8,91.48
2021,6,29,7,15.39,100.13,2.7,54.7,85.65
2021,6,29,8,16.41,100.13,2.98,42.4,78.03
2021,6,29,9,17.48,100.13,3.36,39.3,70.04
2021,6,29,10,18.45,100.14,3.78,38.8,63.57
2021,6,29,11,19.16,100.14,4.09,35.9,60.38
2021,6,29,12,19.45,100.15,4.22,34.8,59.31
2021,6,29,13,19.54,100.17,4.35,37.5,59.62
2021,6,29,14,19.56,100.17,4.21,36.4,60.6
2021,6,29,15,19.81,100.15,3.96,28.6,61.03
2021,6,29,16,19.91,100.14,3.74,20.5,62.49
2021,6,29,17,19.73,100.14,3.56,15.6,65.61
2021,6,29,18,18.93,100.15,3.21,14.4,72.68
2021,6,29,19,17.3,100.18,2.77,17.7,85.38
2021,6,29,20,15.34,100.21,2.59,27.7,90.11
2021,6,29,21,14.54,100.23,2.58,40.9,92.3
2021,6,29,22,13.88,100.24,2.81,50.4,95.04
2021,6,29,23,13.23,100.24,3.06,57.8,96.1
2021,6,30,0,12.86,100.24,3.23,63.1,95.34
2021,6,30,1,12.25,100.24,3.29,64.4,96.22
2021,6,30,2,11.61,100.24,3.24,62.6,97.46
2021,6,30,3,10.97,100.24,3.11,58.4,98.76
2021,6,30,4,11.12,100.24,3.03,54.7,96.58
2021,6,30,5,12.04,100.24,3,51.4,89.51
2021,6,30,6,13.14,100.25,2.98,46.8,83.39
2021,6,30,7,14.59,100.26,2.9,39.1,78.4
2021,6,30,8,16.13,100.25,2.77,26.8,74.31
2021,6,30,9,17.46,100.23,2.88,12.6,72.03
2021,6,30,10,18.38,100.21,3.11,2.9,71.21
2021,6,30,11,19.26,100.19,3.37,355.1,69.74
2021,6,30,12,19.79,100.18,3.74,348.4,68.71
2021,6,30,13,20.12,100.18,4.1,343.6,67.99
2021,6,30,14,20.27,100.18,4.36,340.3,67.63
2021,6,30,15,20.15,100.17,4.36,339.2,67.52
2021,6,30,16,19.8,100.17,4.21,339.4,68.39
2021,6,30,17,19.13,100.18,3.89,341.7,71.02
2021,6,30,18,18.28,100.2,3.35,348,76.04
2021,6,30,19,16.86,100.22,2.81,1.2,86.26
2021,6,30,20,15.03,100.25,2.49,23.7,89.9
2021,6,30,21,14.17,100.28,2.68,44.5,91.72
2021,6,30,22,13.42,100.31,3.01,55.8,93.44
2021,6,30,23,12.7,100.32,3.02,64.3,94.8
2021,7,1,0,12.08,100.32,2.72,70,95.8
2021,7,1,1,11.56,100.33,2.41,71.3,96.46
2021,7,1,2,11.13,100.33,2.02,66.4,96.72
2021,7,1,3,10.84,100.32,1.59,60.2,96.14
2021,7,1,4,10.89,100.32,1.22,53.3,95.2
2021,7,1,5,11.37,100.33,1.03,45,93.17
2021,7,1,6,11.9,100.34,0.97,43.7,87.68
2021,7,1,7,12.87,100.35,1.03,45,78.61
2021,7,1,8,14.41,100.35,0.93,34,65.56
2021,7,1,9,16.11,100.34,0.95,7.9,55.89
2021,7,1,10,17.47,100.33,1.04,337.4,52.21
2021,7,1,11,18.37,100.31,1.36,315.6,52.51
2021,7,1,12,18.93,100.29,1.79,307.5,53.46
2021,7,1,13,19.31,100.27,2.16,307.3,54.2
2021,7,1,14,19.46,100.25,2.45,308.7,55.09
2021,7,1,15,19.34,100.22,2.71,310.2,56.35
2021,7,1,16,19,100.21,2.97,311,58.13
2021,7,1,17,18.27,100.19,3.18,309.9,62.43
2021,7,1,18,17.06,100.19,3.32,311,69.26
2021,7,1,19,15.34,100.2,3.49,315.9,83.06
2021,7,1,20,13.92,100.23,3.49,324.6,88.77
2021,7,1,21,13.3,100.26,3.11,332.4,90.58
2021,7,1,22,12.86,100.28,2.69,341.6,91.73
2021,7,1,23,12.54,100.26,2.24,349.7,92.01
2021,7,2,0,12.27,100.23,1.69,353.9,92.52
2021,7,2,1,12.17,100.2,1.12,5.1,91.41
2021,7,2,2,11.89,100.16,0.62,39.1,91.25
2021,7,2,3,11.58,100.12,0.72,86.8,91.93
2021,7,2,4,11.73,100.09,1.14,105.3,91.46
2021,7,2,5,12.54,100.1,1.52,121.8,90.44
2021,7,2,6,13.4,100.12,1.79,141.1,85.71
2021,7,2,7,14.95,100.14,2.3,157.6,75.56
2021,7,2,8,16.12,100.13,2.66,166.3,70.62
2021,7,2,9,17.03,100.12,2.78,170.5,68.77
2021,7,2,10,17.95,100.1,2.8,172,68.36
2021,7,2,11,18.58,100.08,2.74,173.9,68.74
2021,7,2,12,19,100.05,2.63,178.5,68.6
2021,7,2,13,19.17,100.02,2.48,182.5,68.36
2021,7,2,14,19.3,99.99,2.33,184.9,68.29
2021,7,2,15,19.47,99.95,2.14,187,67.54
2021,7,2,16,19.48,99.93,1.91,193,67.77
2021,7,2,17,19.23,99.91,1.51,201.3,70.1
2021,7,2,18,18.79,99.9,0.81,210.4,74.82
2021,7,2,19,17.77,99.89,0.16,93.6,83.11
2021,7,2,20,16.52,99.88,1.29,63.2,83.03
2021,7,2,21,15.47,99.86,2.29,79.7,86.61
2021,7,2,22,14.82,99.83,3,98,89.62
2021,7,2,23,14.46,99.79,3.43,115,91.12
2021,7,3,0,14.28,99.77,3.54,131,91.58
2021,7,3,1,14.14,99.74,3.38,142.9,91.99
2021,7,3,2,14.09,99.69,3.11,148.4,91.95
2021,7,3,3,13.73,99.65,3.25,148.2,92.68
2021,7,3,4,13.71,99.65,3.97,156.5,94.41
2021,7,3,5,14.45,99.66,4.52,164.7,93.75
2021,7,3,6,14.87,99.65,4.34,160.8,92.64
2021,7,3,7,15.57,99.63,4.32,153.2,90.87
2021,7,3,8,16.5,99.61,4.93,151.9,87.04
2021,7,3,9,17.2,99.59,5.5,152.5,84.45
2021,7,3,10,17.57,99.58,5.7,155.5,82.88
2021,7,3,11,17.97,99.54,5.39,159.6,81.86
2021,7,3,12,18.53,99.48,4.93,164.6,80.46
2021,7,3,13,19.26,99.43,4.52,168.9,78.1
2021,7,3,14,19.81,99.38,4.36,173,76.12
2021,7,3,15,20.03,99.34,4.37,178.4,75.27
2021,7,3,16,19.98,99.3,4.25,185.1,76.14
2021,7,3,17,19.74,99.28,3.86,193.6,78.36
2021,7,3,18,19.12,99.27,3.36,204.3,83.78
2021,7,3,19,17.71,99.28,3.25,215.7,91.84
2021,7,3,20,15.97,99.3,3.64,226.7,95.05
2021,7,3,21,15.15,99.31,4.25,236.8,97.17
2021,7,3,22,14.55,99.29,4.63,246.6,98.51
2021,7,3,23,13.97,99.28,4.41,252.7,99.41
2021,7,4,0,13.5,99.27,3.7,251.6,99.53
2021,7,4,1,13.21,99.25,2.84,239.6,99.13
2021,7,4,2,12.88,99.24,2.43,216.3,99.26
2021,7,4,3,12.54,99.21,2.71,190.6,99.63
2021,7,4,4,12.94,99.19,3.47,175.9,98.5
2021,7,4,5,14.36,99.18,3.81,168.2,95.29
2021,7,4,6,15.31,99.15,3.9,163.6,92.04
2021,7,4,7,16.44,99.12,4.47,163.3,87.62
2021,7,4,8,17.44,99.09,4.95,165.1,83.94
2021,7,4,9,18.03,99.04,5.1,165.5,81.07
2021,7,4,10,18.33,99.01,5.01,162.8,79.53
2021,7,4,11,18.5,98.96,5,160.7,78.72
2021,7,4,12,18.54,98.94,4.97,162,78.43
2021,7,4,13,18.24,98.93,4.62,166,80.13
2021,7,4,14,17.8,98.92,3.98,173.5,83.23
2021,7,4,15,17.43,98.9,3.29,185.1,85.96
2021,7,4,16,17.06,98.87,2.74,207.1,88.14
2021,7,4,17,16.6,98.87,2.59,234.1,90.83
2021,7,4,18,16.16,98.86,2.72,252.7,93.4
2021,7,4,19,15.39,98.85,3.32,263.6,96.05
2021,7,4,20,14.23,98.85,4.12,264,97.03
2021,7,4,21,13.5,98.84,4.71,260.5,97.48
2021,7,4,22,12.91,98.84,5.01,250.2,97.72
2021,7,4,23,12.3,98.83,5.12,236.9,98.07
2021,7,5,0,11.93,98.8,5.74,226.7,97.76
2021,7,5,1,11.91,98.79,6.34,222.1,97.09
2021,7,5,2,11.76,98.79,6.67,223.1,96.81
2021,7,5,3,11.5,98.79,6.6,224.4,96.98
2021,7,5,4,11.64,98.79,6.7,225.8,96.55
2021,7,5,5,12.42,98.8,6.43,228.2,95.31
2021,7,5,6,13.26,98.82,6.84,237.2,92.81
2021,7,5,7,14.32,98.85,7.22,244,87.42
2021,7,5,8,15.37,98.84,6.97,246,80.43
2021,7,5,9,16.24,98.84,6.64,244.1,74.37
2021,7,5,10,16.94,98.82,6.46,240.3,69.66
2021,7,5,11,17.36,98.83,6.44,237.2,66.72
2021,7,5,12,17.7,98.81,6.2,235.7,64.59
2021,7,5,13,17.96,98.79,5.77,235,63.3
2021,7,5,14,17.9,98.76,5.37,234.6,63.6
2021,7,5,15,17.63,98.72,4.72,233,64.66
2021,7,5,16,17.26,98.68,3.85,228.3,66.48
2021,7,5,17,16.82,98.63,2.71,219.9,70.46
2021,7,5,18,16.23,98.59,1.82,195.6,75
2021,7,5,19,15.5,98.54,1.78,146.7,83.35
2021,7,5,20,14.62,98.48,3.11,126.1,89.75
2021,7,5,21,14.05,98.41,4.58,131.6,91.5
2021,7,5,22,13.45,98.34,5.49,137.4,93.65
2021,7,5,23,12.78,98.24,5.17,133.5,94.99
2021,7,6,0,12.07,98.13,4.08,110.1,94.88
2021,7,6,1,11.7,97.99,4.44,69.6,93.91
2021,7,6,2,11.57,97.87,5.85,46.6,93.81
2021,7,6,3,11.62,97.76,6.17,34.3,94.64
2021,7,6,4,11.79,97.68,5.89,19.6,95.08
2021,7,6,5,12.08,97.67,5.19,357.2,95.03
2021,7,6,6,12.41,97.7,4.85,330.9,94.43
2021,7,6,7,12.82,97.78,5.74,313.9,92.62
2021,7,6,8,13.38,97.86,7.02,306.4,89.06
2021,7,6,9,14.14,97.94,8.03,299.4,84.35
2021,7,6,10,15.16,98.03,8.73,291.4,78.5
2021,7,6,11,16.06,98.11,9.21,282.7,73.65
2021,7,6,12,16.61,98.18,9.47,274.8,70.67
2021,7,6,13,16.93,98.26,9.49,268.5,69.06
2021,7,6,14,17.09,98.33,9.37,262.1,68.33
2021,7,6,15,17.08,98.39,8.95,254.4,68.33
2021,7,6,16,16.88,98.42,8.29,245.4,69.96
2021,7,6,17,16.5,98.44,7.27,235.5,73.85
2021,7,6,18,15.83,98.46,6.07,222.9,81.1
2021,7,6,19,14.95,98.5,5.93,209.5,88.61
2021,7,6,20,14.02,98.55,6.33,202.7,93.27
2021,7,6,21,13.57,98.59,6.09,203.2,95.47
2021,7,6,22,13.34,98.62,5.54,210.7,96.85
2021,7,6,23,13.1,98.65,4.95,220.3,97.99
2021,7,7,0,12.76,98.68,4.85,231,99.27
2021,7,7,1,12.53,98.72,4.84,234.5,99.84
2021,7,7,2,12.3,98.77,4.96,236.1,100
2021,7,7,3,12.09,98.83,5.15,236.2,100
2021,7,7,4,12.49,98.89,5.36,235.9,98.76
2021,7,7,5,13.9,98.96,5.04,237.5,96.18
2021,7,7,6,14.86,99.05,5.16,242.5,92.79
2021,7,7,7,15.79,99.14,5.46,245.6,87.58
2021,7,7,8,16.72,99.21,5.4,247.5,82.18
2021,7,7,9,17.54,99.27,5.17,251,77.99
2021,7,7,10,18.29,99.33,4.83,254.4,74.74
2021,7,7,11,18.85,99.38,4.56,257.5,72.41
2021,7,7,12,18.88,99.42,4.39,263.3,71.87
2021,7,7,13,18.86,99.46,4.32,270.9,72.07
2021,7,7,14,18.56,99.52,4.3,280.7,73.1
2021,7,7,15,18.06,99.58,4.23,290.9,74.95
2021,7,7,16,17.43,99.63,4.05,299.7,77.71
2021,7,7,17,16.86,99.69,3.79,303.5,80.94
2021,7,7,18,16.41,99.75,3.55,302,83.67
2021,7,7,19,15.35,99.82,3.62,296.2,90.7
2021,7,7,20,13.34,99.9,4.1,290.7,96.23
2021,7,7,21,12.53,99.96,4.77,286.8,99.35
2021,7,7,22,12.06,100,5.36,285.5,100
2021,7,7,23,11.66,100.01,5.75,285.5,100
2021,7,8,0,11.35,100.02,5.97,286.7,100
2021,7,8,1,11.15,100.03,6,288.2,100
2021,7,8,2,11.01,100.05,5.78,289.9,100
2021,7,8,3,10.79,100.09,5.3,292.4,100
2021,7,8,4,11.38,100.13,4.66,295.1,100
2021,7,8,5,13.7,100.19,3.74,297.9,95.39
2021,7,8,6,15.02,100.24,3.1,300.2,89.03
2021,7,8,7,16.07,100.28,2.97,292.6,83.52
2021,7,8,8,17.04,100.29,3.24,280.3,78.2
2021,7,8,9,17.86,100.31,3.71,275.4,74.11
2021,7,8,10,18.3,100.33,4.01,275.7,72.26
2021,7,8,11,18.64,100.35,4.19,277.5,71.19
2021,7,8,12,18.84,100.36,4.27,280,70.61
2021,7,8,13,18.79,100.38,4.31,282.7,70.63
2021,7,8,14,18.65,100.41,4.36,286,70.89
2021,7,8,15,18.35,100.44,4.46,290.6,71.81
2021,7,8,16,17.84,100.46,4.37,295.9,73.54
2021,7,8,17,17.26,100.48,4.04,301.3,75.57
2021,7,8,18,16.53,100.51,3.65,306.3,79.17
2021,7,8,19,15.44,100.53,3.58,310.5,87.54
2021,7,8,20,14.02,100.57,3.69,313.2,92.19
2021,7,8,21,13.32,100.6,3.59,315.1,93.06
2021,7,8,22,12.96,100.61,3.3,316.8,94
2021,7,8,23,12.75,100.62,2.91,319,94.88
2021,7,9,0,12.47,100.62,2.53,322.5,96.42
2021,7,9,1,12.33,100.62,2.21,327.7,97.09
2021,7,9,2,12.3,100.62,1.94,333.3,96.83
2021,7,9,3,12.22,100.62,1.68,338,96.67
2021,7,9,4,12.51,100.61,1.36,340.2,94.84
2021,7,9,5,13.6,100.6,0.92,334.8,91.48
2021,7,9,6,14.89,100.6,0.72,284.4,82.64
2021,7,9,7,16.29,100.6,1.26,239.3,75.97
2021,7,9,8,17.33,100.58,1.98,225,72.88
2021,7,9,9,18.03,100.57,2.52,220,71.12
2021,7,9,10,18.77,100.57,2.78,215.2,69.66
2021,7,9,11,19.46,100.54,2.89,211.3,67.84
2021,7,9,12,19.98,100.5,2.93,210.1,66
2021,7,9,13,20.17,100.47,2.92,211.1,65.35
2021,7,9,14,20.14,100.44,2.78,211.9,65.31
2021,7,9,15,19.74,100.4,2.27,215.9,66.58
2021,7,9,16,19.56,100.37,1.49,226.9,67.66
2021,7,9,17,19.27,100.35,0.92,246.2,69.37
2021,7,9,18,18.55,100.34,0.64,291,75.54
2021,7,9,19,17.63,100.35,0.79,336,82.97
2021,7,9,20,16.76,100.37,1.27,2.3,82.42
2021,7,9,21,16.05,100.35,1.58,23.5,84.83
2021,7,9,22,15.4,100.33,1.87,42,88.5
2021,7,9,23,14.9,100.29,2.2,52.8,90.8
2021,7,10,0,14.42,100.24,2.51,60.4,92.83
2021,7,10,1,14.11,100.19,2.76,67.6,94.57
2021,7,10,2,13.94,100.14,2.98,74.8,95.57
2021,7,10,3,13.75,100.11,3.11,81.5,96.52
2021,7,10,4,13.9,100.07,3.05,87,96.46
2021,7,10,5,14.91,100.06,2.68,93.4,94.46
2021,7,10,6,15.77,100.06,2.02,101.7,90.1
2021,7,10,7,16.93,100.05,1.59,113.7,84.25
2021,7,10,8,17.91,100.04,1.32,122.6,79.64
2021,7,10,9,18.71,100.01,1.12,124.8,75.79
2021,7,10,10,19.5,99.98,1.11,125.8,72.41
2021,7,10,11,20.25,99.95,1.24,128.4,69.29
2021,7,10,12,20.71,99.92,1.51,134.5,66.56
2021,7,10,13,20.73,99.9,1.79,143.2,65.43
2021,7,10,14,20.69,99.9,2.09,152.3,65.39
2021,7,10,15,20.44,99.9,2.17,162.6,66.21
2021,7,10,16,20.17,99.88,2.07,173.4,67.31
2021,7,10,17,19.62,99.89,2.02,186.8,70.63
2021,7,10,18,18.98,99.91,2.09,192.2,75.75
2021,7,10,19,17.81,99.92,2.17,184.2,83.4
2021,7,10,20,16.14,99.93,2.4,171.6,84.07
2021,7,10,21,15.26,99.94,2.91,168.1,85.39
2021,7,10,22,14.54,99.95,3.41,174.1,87.24
2021,7,10,23,14.02,99.95,3.54,177.6,88.64
2021,7,11,0,13.41,99.94,3.34,173.8,90.98
2021,7,11,1,12.81,99.91,3.3,171.1,93.84
2021,7,11,2,12.3,99.91,3.42,174.6,96.71
2021,7,11,3,11.9,99.91,3.51,178.4,99.29
2021,7,11,4,12.24,99.91,3.49,178.2,98.2
2021,7,11,5,13.92,99.91,3.19,176.9,92.98
2021,7,11,6,15.24,99.92,3,178.5,88.13
2021,7,11,7,16.69,99.93,3.52,183.4,82.68
2021,7,11,8,17.76,99.92,3.68,183.6,79.29
2021,7,11,9,18.83,99.9,3.92,181.5,75.37
2021,7,11,10,19.51,99.89,4.46,178.8,72.58
2021,7,11,11,19.74,99.87,4.86,174.3,71.4
2021,7,11,12,20.05,99.84,5.14,169,70.15
2021,7,11,13,20.4,99.8,5.43,163.9,68.88
2021,7,11,14,20.27,99.77,5.85,161.3,68.89
2021,7,11,15,19.51,99.76,5.93,164,72.13
2021,7,11,16,18.7,99.74,5.43,166.4,78.13
2021,7,11,17,18.21,99.73,4.89,165.4,82.68
2021,7,11,18,17.59,99.72,4.48,163.3,87.77
2021,7,11,19,16.67,99.74,4.42,162.8,92.72
2021,7,11,20,15.6,99.76,4.49,165.6,94.74
2021,7,11,21,14.93,99.78,4.33,171.5,95.95
2021,7,11,22,14.49,99.79,3.87,176.3,97.08
2021,7,11,23,14.19,99.77,3.24,182.1,97.5
2021,7,12,0,13.98,99.74,2.59,191.6,97.43
2021,7,12,1,13.83,99.71,1.96,206.7,97.14
2021,7,12,2,13.68,99.67,1.44,233.2,96.64
2021,7,12,3,13.59,99.64,1.34,263.1,96.37
2021,7,12,4,13.61,99.63,1.44,280.4,96.43
2021,7,12,5,14.07,99.63,1.57,294.8,96.06
2021,7,12,6,14.63,99.63,1.59,310.4,93.97
2021,7,12,7,15.11,99.62,1.65,320.9,92.48
2021,7,12,8,15.63,99.62,1.96,324.1,91.14
2021,7,12,9,16.08,99.61,2.52,327,90.01
2021,7,12,10,16.5,99.62,2.63,333.6,88.65
2021,7,12,11,16.98,99.63,2.5,344.2,86.81
2021,7,12,12,17.57,99.62,2.76,346.4,84.01
2021,7,12,13,17.65,99.6,3.3,341.3,83.03
2021,7,12,14,17.95,99.58,3.84,342.3,82.38
2021,7,12,15,18.27,99.57,4.1,349.2,80.73
2021,7,12,16,18.16,99.6,4.21,356.5,81.24
2021,7,12,17,17.75,99.65,4.14,1.1,84.65
2021,7,12,18,17.1,99.7,3.93,4.5,89.87
2021,7,12,19,16.13,99.77,4.08,8.2,94.96
2021,7,12,20,15.09,99.84,4.46,12,97.61
2021,7,12,21,14.72,99.88,4.74,18.1,97.92
2021,7,12,22,14.42,99.89,4.84,22.1,97.82
2021,7,12,23,13.92,99.88,4.79,21.2,98.14
2021,7,13,0,13.41,99.88,4.72,17.6,98.56
2021,7,13,1,12.76,99.89,4.66,15.3,99.19
2021,7,13,2,12.37,99.91,4.61,13.6,99.57
2021,7,13,3,12.28,99.93,4.5,9.3,99.19
2021,7,13,4,12.62,99.97,4.44,1.9,98.23
2021,7,13,5,14.13,100.01,4.06,354.9,95.07
2021,7,13,6,15.28,100.07,3.7,354.3,90.88
2021,7,13,7,16.48,100.11,3.65,352.8,85.39
2021,7,13,8,17.74,100.12,3.96,344.5,79.78
2021,7,13,9,18.92,100.14,4.71,336.3,74.54
2021,7,13,10,19.66,100.15,5.48,331.9,71.47
2021,7,13,11,20.2,100.15,5.99,331,69.58
2021,7,13,12,20.52,100.14,6.1,331.2,68.35
2021,7,13,13,20.65,100.14,6.04,330.1,67.93
2021,7,13,14,20.68,100.13,5.98,326.9,68.06
2021,7,13,15,20.46,100.14,5.98,322.5,68.87
2021,7,13,16,19.93,100.16,6.09,316.8,71.24
2021,7,13,17,19.08,100.19,6.3,310.8,75.56
2021,7,13,18,17.98,100.23,6.59,305.5,81.38
2021,7,13,19,16.54,100.28,6.65,302,88.59
2021,7,13,20,15.07,100.32,6.68,300,95.05
2021,7,13,21,14.27,100.34,6.63,299.7,98.04
2021,7,13,22,13.78,100.33,6.63,300.9,99.49
2021,7,13,23,13.39,100.33,6.94,302.3,100
2021,7,14,0,13.24,100.32,7.25,302.7,100
2021,7,14,1,13.03,100.31,7.23,303.3,100
2021,7,14,2,12.81,100.32,6.97,304.2,100
2021,7,14,3,12.57,100.32,6.78,304.9,100
2021,7,14,4,12.82,100.32,6.66,305.4,100
2021,7,14,5,14.29,100.35,6.07,305.3,94.7
2021,7,14,6,15.41,100.38,6.31,310.2,89.22
2021,7,14,7,16.59,100.4,6.71,313.5,83.26
2021,7,14,8,17.77,100.42,6.9,315,77.91
2021,7,14,9,18.72,100.42,7.09,313.7,73.99
2021,7,14,10,19.38,100.43,7.26,312.2,71.23
2021,7,14,11,19.79,100.45,7.32,311.3,69.38
2021,7,14,12,19.97,100.47,7.28,310.6,68.41
2021,7,14,13,19.98,100.47,7.17,309.7,68.03
2021,7,14,14,19.74,100.49,7.07,308.3,68.72
2021,7,14,15,19.3,100.5,7.1,306.4,70.06
2021,7,14,16,18.64,100.51,7.26,304.8,72.05
2021,7,14,17,17.8,100.51,7.38,304.4,74.94
2021,7,14,18,16.8,100.53,7.2,304,79.18
2021,7,14,19,15.62,100.55,6.53,300.4,86.64
2021,7,14,20,14.18,100.56,6.44,294.5,94.89
2021,7,14,21,13.76,100.59,6.76,291.4,97.84
2021,7,14,22,13.67,100.6,6.98,290.9,99.13
2021,7,14,23,13.7,100.6,7.32,292.6,100
2021,7,15,0,14.13,100.6,7.7,298.1,99.59
2021,7,15,1,14.43,100.6,7.79,306.9,100
2021,7,15,2,14.42,100.62,7.84,314.7,100
2021,7,15,3,13.74,100.64,7.67,318.8,100
2021,7,15,4,13.49,100.68,7.42,321.8,98.53
2021,7,15,5,14.26,100.73,6.55,325.3,92.68
2021,7,15,6,15.09,100.78,6.57,335.5,86.21
2021,7,15,7,16.32,100.82,5.96,343.2,80.31
2021,7,15,8,17.67,100.85,5.34,348.3,75.33
2021,7,15,9,18.83,100.86,4.88,350.9,72.18
2021,7,15,10,19.78,100.87,4.54,351.9,70.27
2021,7,15,11,20.59,100.88,4.31,351.6,68.55
2021,7,15,12,21.19,100.89,4.22,349.5,67.16
2021,7,15,13,21.54,100.9,4.19,347.5,66.3
2021,7,15,14,21.65,100.92,4.05,348.2,65.81
2021,7,15,15,21.58,100.93,3.67,351.1,65.79
2021,7,15,16,21.33,100.95,3.2,354.3,66.31
2021,7,15,17,20.8,100.95,2.69,354.7,68.24
2021,7,15,18,19.78,100.97,2.22,346.5,74.16
2021,7,15,19,17.9,101.01,2.01,334.1,84.92
2021,7,15,20,15.89,101.05,1.87,324.4,87.54
2021,7,15,21,15.15,101.09,1.94,315.4,88.38
2021,7,15,22,14.64,101.11,2.28,307.5,90
2021,7,15,23,13.94,101.11,2.79,302.1,94.08
2021,7,16,0,13.3,101.11,3.35,300.3,98.92
2021,7,16,1,12.78,101.11,3.89,301.1,100
2021,7,16,2,12.41,101.11,4.35,303.5,100
2021,7,16,3,12.18,101.12,4.6,306.7,100
2021,7,16,4,12.65,101.13,4.74,311.7,100
2021,7,16,5,15.08,101.15,4.49,318.4,96.33
2021,7,16,6,16.64,101.18,3.81,326.7,90.93
2021,7,16,7,18.44,101.21,4.25,340.5,83.23
2021,7,16,8,19.92,101.23,4.46,345.2,77.5
2021,7,16,9,21.24,101.24,4.61,344.5,73.35
2021,7,16,10,22.33,101.25,4.65,341.1,69.83
2021,7,16,11,22.94,101.27,4.65,335.6,67.93
2021,7,16,12,23.25,101.27,4.81,330.9,66.56
2021,7,16,13,23.33,101.28,5.02,328.9,65.51
2021,7,16,14,23.17,101.28,5.19,329.7,65.19
2021,7,16,15,22.87,101.28,5.21,331.3,65.52
2021,7,16,16,22.46,101.29,5.13,332.6,66.88
2021,7,16,17,21.88,101.3,4.96,330.1,70.33
2021,7,16,18,20.91,101.32,4.84,323.3,77.57
2021,7,16,19,19.07,101.34,5.12,319,88.27
2021,7,16,20,17.26,101.38,5.45,323.1,92.09
2021,7,16,21,16.63,101.4,5.45,330.8,94.08
2021,7,16,22,16.17,101.42,5.19,339,96.99
2021,7,16,23,15.76,101.43,4.77,346.4,99.83
2021,7,17,0,15.36,101.43,4.39,352.4,100
2021,7,17,1,14.97,101.42,4.12,357.1,100
2021,7,17,2,14.62,101.42,3.9,0.1,100
2021,7,17,3,14.32,101.42,3.72,3.7,100
2021,7,17,4,14.56,101.43,3.49,8.2,100
2021,7,17,5,16.65,101.44,2.99,12.4,95.69
2021,7,17,6,17.97,101.45,1.88,13.5,90.85
